Training_ID,Employee_ID,Course_Name,Provider,Completion_Date,Duration_Hrs,Score_Pct,Certified
TRN01058,EMP0340,SQL Mastery,LinkedIn Learning,2023-08-03,40,86,Yes
TRN01059,EMP0341,Leadership 101,LinkedIn Learning,2023-12-07,24,89,No
TRN01060,EMP0341,SQL Mastery,Coursera,2025-05-15,16,97,Yes
TRN01061,EMP0342,Communication Skills,LinkedIn Learning,2024-07-28,4,77,Yes
TRN01062,EMP0342,Python for Data,LinkedIn Learning,2024-04-04,8,62,No
TRN01063,EMP0342,Data Visualization,Coursera,2024-11-13,8,65,Yes
TRN01064,EMP0342,ML Fundamentals,Internal L&D,2025-10-28,8,70,Yes
TRN01065,EMP0342,DevOps CI/CD,Pluralsight,2025-11-16,12,99,No
TRN01066,EMP0343,Excel Advanced,LinkedIn Learning,2024-03-07,20,85,Yes
TRN01067,EMP0343,Agile & Scrum,Coursera,2025-12-26,40,85,No
TRN01068,EMP0343,Cybersecurity Basics,Pluralsight,2025-10-14,8,92,Yes
TRN01069,EMP0343,Communication Skills,Coursera,2023-11-04,4,73,Yes
TRN01070,EMP0343,Project Management,LinkedIn Learning,2024-03-23,24,97,Yes
TRN01071,EMP0344,ML Fundamentals,LinkedIn Learning,2024-03-07,8,73,No
TRN01072,EMP0344,Agile & Scrum,Internal L&D,2025-02-20,4,77,No
TRN01073,EMP0345,Design Thinking,Udemy,2024-09-27,12,95,No
TRN01074,EMP0345,Python for Data,Pluralsight,2024-08-30,16,62,No
TRN01075,EMP0345,Communication Skills,Coursera,2024-03-17,16,66,No
TRN01076,EMP0345,Power BI,LinkedIn Learning,2025-01-30,24,79,Yes
TRN01077,EMP0345,Agile & Scrum,Internal L&D,2024-08-25,8,97,No
TRN01078,EMP0346,Leadership 101,Coursera,2024-12-05,24,84,Yes
TRN01079,EMP0347,Excel Advanced,LinkedIn Learning,2025-11-30,24,84,Yes
TRN01080,EMP0347,React JS,Coursera,2024-02-04,20,87,No
TRN01081,EMP0347,Cybersecurity Basics,LinkedIn Learning,2024-11-27,4,97,Yes
TRN01082,EMP0347,Python for Data,LinkedIn Learning,2024-05-16,16,89,Yes
TRN01083,EMP0348,Excel Advanced,Internal L&D,2025-10-30,4,81,Yes
TRN01084,EMP0348,Power BI,Udemy,2025-01-23,16,70,Yes
TRN01085,EMP0349,React JS,Internal L&D,2024-10-06,40,80,No
TRN01086,EMP0349,Leadership 101,Coursera,2024-11-28,20,82,Yes
TRN01087,EMP0349,Design Thinking,Coursera,2023-06-09,16,80,No
TRN01088,EMP0349,Cloud AWS,Udemy,2024-03-31,40,71,No
TRN01089,EMP0350,Excel Advanced,Coursera,2026-01-06,20,81,Yes
TRN01090,EMP0350,SQL Mastery,Udemy,2025-03-17,20,70,No
TRN01091,EMP0350,Design Thinking,Udemy,2023-09-11,16,98,No
TRN01092,EMP0350,React JS,Udemy,2024-01-29,8,98,Yes
TRN01093,EMP0351,Agile & Scrum,Coursera,2025-09-29,12,90,No
TRN01094,EMP0351,ML Fundamentals,Coursera,2026-01-03,16,83,No
TRN01095,EMP0351,Cloud AWS,Udemy,2024-02-27,24,76,No
TRN01096,EMP0352,DevOps CI/CD,Internal L&D,2023-05-04,16,97,Yes
TRN01097,EMP0352,React JS,Udemy,2024-11-04,4,92,Yes
TRN01098,EMP0352,ML Fundamentals,Udemy,2025-11-27,20,73,No
TRN01099,EMP0352,Agile & Scrum,Coursera,2025-03-26,40,100,Yes
TRN01100,EMP0352,Communication Skills,Internal L&D,2025-08-02,20,85,No
TRN01101,EMP0353,Python for Data,LinkedIn Learning,2025-08-07,12,75,Yes
TRN01102,EMP0353,ML Fundamentals,Coursera,2023-07-16,8,69,No
TRN01103,EMP0353,DevOps CI/CD,LinkedIn Learning,2023-05-03,20,72,No
TRN01104,EMP0353,Project Management,Coursera,2024-11-01,16,60,Yes
TRN01105,EMP0353,Excel Advanced,Pluralsight,2023-06-18,8,74,No
TRN01106,EMP0354,Cloud AWS,Udemy,2023-11-20,8,90,No
TRN01107,EMP0355,React JS,Udemy,2024-03-30,24,69,No
TRN01108,EMP0355,Leadership 101,Pluralsight,2024-10-27,40,96,No
TRN01109,EMP0355,Project Management,LinkedIn Learning,2024-02-23,16,86,Yes
TRN01110,EMP0355,Excel Advanced,Pluralsight,2024-08-22,24,75,No
TRN01111,EMP0356,React JS,Coursera,2025-11-26,8,92,Yes
TRN01112,EMP0356,ML Fundamentals,Pluralsight,2025-03-13,20,92,Yes
TRN01113,EMP0356,Agile & Scrum,Internal L&D,2023-09-07,24,92,Yes
TRN01114,EMP0356,Leadership 101,Pluralsight,2026-02-05,40,61,Yes
TRN01115,EMP0356,Cloud AWS,LinkedIn Learning,2023-05-15,20,73,Yes
TRN01116,EMP0357,Cybersecurity Basics,LinkedIn Learning,2024-12-14,12,68,Yes
TRN01117,EMP0357,Leadership 101,Internal L&D,2025-04-11,20,76,Yes
TRN01118,EMP0357,Project Management,Internal L&D,2025-12-31,8,68,No
TRN01119,EMP0357,React JS,Udemy,2024-04-19,8,66,No
TRN01120,EMP0358,Agile & Scrum,Coursera,2023-10-20,16,99,Yes
TRN01121,EMP0358,Leadership 101,Udemy,2025-09-28,12,83,Yes
TRN01122,EMP0358,Data Visualization,Coursera,2025-06-22,12,64,No
TRN01123,EMP0359,ML Fundamentals,Internal L&D,2024-03-26,40,78,No
TRN01124,EMP0360,Agile & Scrum,Udemy,2025-08-23,16,60,No
TRN01125,EMP0361,Data Visualization,Pluralsight,2025-07-15,16,79,No
TRN01126,EMP0361,React JS,Coursera,2023-10-14,20,65,Yes
TRN01127,EMP0361,Leadership 101,Udemy,2023-04-13,16,69,Yes
TRN01128,EMP0361,Power BI,Pluralsight,2023-12-05,20,65,No
TRN01129,EMP0362,Data Visualization,Udemy,2025-09-08,20,92,No
TRN01130,EMP0362,DevOps CI/CD,Coursera,2025-05-19,16,86,No
TRN01131,EMP0362,Python for Data,LinkedIn Learning,2023-09-07,20,84,No
TRN01132,EMP0362,Communication Skills,Pluralsight,2025-09-28,16,63,Yes
TRN01133,EMP0363,Agile & Scrum,LinkedIn Learning,2024-12-23,20,96,No
TRN01134,EMP0363,Communication Skills,Coursera,2024-11-18,8,88,Yes
TRN01135,EMP0364,Agile & Scrum,Udemy,2024-12-03,20,66,No
TRN01136,EMP0364,Power BI,Udemy,2025-09-02,8,67,No
TRN01137,EMP0364,Cloud AWS,Internal L&D,2025-11-22,40,77,No
TRN01138,EMP0365,Leadership 101,Coursera,2024-04-20,24,79,Yes
TRN01139,EMP0365,DevOps CI/CD,Coursera,2025-12-13,8,92,Yes
TRN01140,EMP0366,Python for Data,Coursera,2025-10-21,12,66,Yes
TRN01141,EMP0366,Agile & Scrum,Udemy,2025-04-23,20,75,No
TRN01142,EMP0366,Cloud AWS,Coursera,2026-02-05,24,73,Yes
TRN01143,EMP0366,Project Management,Udemy,2025-12-01,4,61,No
TRN01144,EMP0366,React JS,LinkedIn Learning,2024-06-03,24,80,Yes
TRN01145,EMP0367,Data Visualization,Internal L&D,2024-05-23,24,78,Yes
TRN01146,EMP0367,Power BI,Coursera,2025-09-22,4,98,Yes
TRN01147,EMP0368,Agile & Scrum,LinkedIn Learning,2025-10-05,24,65,No
TRN01148,EMP0368,Design Thinking,LinkedIn Learning,2024-06-11,8,100,Yes
TRN01149,EMP0368,DevOps CI/CD,LinkedIn Learning,2024-12-15,4,91,No
TRN01150,EMP0368,Data Visualization,Pluralsight,2024-01-19,24,69,Yes
TRN01151,EMP0369,DevOps CI/CD,Pluralsight,2024-09-08,12,95,Yes
TRN01152,EMP0369,ML Fundamentals,Udemy,2026-02-18,12,82,No
TRN01153,EMP0369,Leadership 101,Coursera,2025-08-08,20,66,Yes
TRN01154,EMP0369,Excel Advanced,Internal L&D,2024-03-31,12,78,Yes
TRN01155,EMP0370,DevOps CI/CD,LinkedIn Learning,2025-01-24,8,86,No
TRN01156,EMP0371,Agile & Scrum,Udemy,2026-02-28,16,67,Yes
TRN01157,EMP0372,Project Management,Coursera,2025-09-04,4,87,Yes
TRN01158,EMP0372,Cybersecurity Basics,LinkedIn Learning,2024-10-15,8,74,No
TRN01159,EMP0372,Cloud AWS,Coursera,2025-12-22,40,75,No
TRN01160,EMP0372,Communication Skills,Internal L&D,2023-09-13,8,91,No
TRN01161,EMP0373,Python for Data,Udemy,2023-09-12,8,66,No
TRN01162,EMP0373,Communication Skills,Pluralsight,2024-12-15,40,60,No
TRN01163,EMP0373,Excel Advanced,Pluralsight,2025-10-15,8,98,No
TRN01164,EMP0373,Data Visualization,Internal L&D,2024-01-19,40,63,No
TRN01165,EMP0374,ML Fundamentals,Internal L&D,2024-03-18,20,72,Yes
TRN01166,EMP0375,Design Thinking,Pluralsight,2025-10-18,12,95,No
TRN01167,EMP0375,SQL Mastery,LinkedIn Learning,2026-01-06,12,60,Yes
TRN01168,EMP0375,Power BI,Pluralsight,2024-01-25,24,83,No
TRN01169,EMP0375,Communication Skills,Udemy,2023-12-09,16,81,No
TRN01170,EMP0375,Project Management,Coursera,2024-09-20,16,66,No
TRN01171,EMP0376,Cloud AWS,Udemy,2024-10-13,4,74,No
TRN01172,EMP0377,React JS,Internal L&D,2025-02-22,12,82,No
TRN01173,EMP0377,Communication Skills,Internal L&D,2023-08-01,20,78,Yes
TRN01174,EMP0378,Leadership 101,Coursera,2025-03-28,16,72,No
TRN01175,EMP0378,Data Visualization,Coursera,2024-06-25,20,81,No
TRN01176,EMP0378,Power BI,Udemy,2026-02-07,40,93,Yes
TRN01177,EMP0379,SQL Mastery,Udemy,2025-08-28,16,92,Yes
TRN01178,EMP0379,Agile & Scrum,LinkedIn Learning,2024-05-25,12,94,No
TRN01179,EMP0380,Excel Advanced,Internal L&D,2024-08-24,20,83,No
TRN01180,EMP0380,SQL Mastery,Pluralsight,2024-02-03,8,81,No
TRN01181,EMP0380,DevOps CI/CD,Udemy,2025-12-29,24,86,Yes
TRN01182,EMP0380,Project Management,Internal L&D,2025-07-13,8,92,No
TRN01183,EMP0380,Cybersecurity Basics,Coursera,2023-09-10,16,67,No
TRN01184,EMP0381,React JS,LinkedIn Learning,2025-02-15,12,72,No
TRN01185,EMP0381,Agile & Scrum,LinkedIn Learning,2023-07-12,16,96,No
TRN01186,EMP0381,Power BI,Pluralsight,2023-12-25,20,76,No
TRN01187,EMP0382,Design Thinking,Coursera,2025-11-06,24,69,No
TRN01188,EMP0382,DevOps CI/CD,LinkedIn Learning,2024-10-23,4,88,Yes
TRN01189,EMP0383,Cloud AWS,Coursera,2024-09-26,8,64,No
TRN01190,EMP0383,Agile & Scrum,LinkedIn Learning,2024-12-30,24,62,No
TRN01191,EMP0383,SQL Mastery,Internal L&D,2025-06-11,8,79,Yes
TRN01192,EMP0383,DevOps CI/CD,Pluralsight,2025-04-13,16,76,Yes
TRN01193,EMP0383,Excel Advanced,LinkedIn Learning,2023-05-22,40,83,Yes
TRN01194,EMP0384,Power BI,Udemy,2025-04-29,12,89,No
TRN01195,EMP0384,Cybersecurity Basics,Internal L&D,2024-07-23,4,88,No
TRN01196,EMP0384,Project Management,Pluralsight,2025-12-31,12,64,Yes
TRN01197,EMP0384,Python for Data,Pluralsight,2023-06-02,16,82,Yes
TRN01198,EMP0385,React JS,Udemy,2024-10-31,40,86,Yes
TRN01199,EMP0385,Cloud AWS,LinkedIn Learning,2023-06-30,12,67,Yes
TRN01200,EMP0385,Python for Data,Internal L&D,2023-07-17,20,69,Yes
TRN01201,EMP0385,Project Management,Udemy,2023-07-22,20,69,No
TRN01202,EMP0385,Leadership 101,Coursera,2024-06-10,20,61,Yes
TRN01203,EMP0386,Excel Advanced,LinkedIn Learning,2023-07-06,4,65,No
TRN01204,EMP0386,Cybersecurity Basics,Internal L&D,2024-09-12,24,88,Yes
TRN01205,EMP0387,Excel Advanced,LinkedIn Learning,2023-12-21,8,90,Yes
TRN01206,EMP0387,Python for Data,Pluralsight,2023-06-02,12,99,No
TRN01207,EMP0387,Cybersecurity Basics,LinkedIn Learning,2025-12-14,24,78,No
TRN01208,EMP0387,Data Visualization,Internal L&D,2024-11-05,12,68,No
TRN01209,EMP0387,Design Thinking,Udemy,2024-05-10,8,75,No
TRN01210,EMP0388,Data Visualization,Udemy,2024-11-21,20,72,Yes
TRN01211,EMP0388,SQL Mastery,Pluralsight,2024-01-13,12,65,Yes
TRN01212,EMP0388,Excel Advanced,Coursera,2023-12-02,16,63,No
TRN01213,EMP0388,Python for Data,LinkedIn Learning,2024-09-25,40,97,Yes
TRN01214,EMP0389,Data Visualization,Pluralsight,2024-08-15,40,78,Yes
TRN01215,EMP0389,Power BI,Internal L&D,2025-12-22,24,100,Yes
TRN01216,EMP0390,Cloud AWS,Udemy,2023-07-01,40,89,Yes
TRN01217,EMP0390,Cybersecurity Basics,Pluralsight,2024-02-11,40,66,Yes
TRN01218,EMP0391,Design Thinking,Internal L&D,2023-05-10,16,72,Yes
TRN01219,EMP0392,SQL Mastery,Internal L&D,2025-11-05,24,93,Yes
TRN01220,EMP0392,ML Fundamentals,Coursera,2023-05-31,20,63,Yes
TRN01221,EMP0393,DevOps CI/CD,Pluralsight,2024-08-11,16,96,No
TRN01222,EMP0393,ML Fundamentals,Coursera,2024-01-18,40,82,No
TRN01223,EMP0394,DevOps CI/CD,LinkedIn Learning,2024-10-10,24,64,Yes
TRN01224,EMP0394,Data Visualization,Pluralsight,2024-04-27,12,78,No
TRN01225,EMP0394,Agile & Scrum,Udemy,2026-03-12,16,75,No
TRN01226,EMP0394,React JS,Udemy,2024-12-23,40,61,Yes
TRN01227,EMP0394,Communication Skills,Udemy,2026-01-28,24,76,Yes
TRN01228,EMP0395,Agile & Scrum,Coursera,2025-12-03,24,82,Yes
TRN01229,EMP0396,Data Visualization,Coursera,2023-05-24,24,72,No
TRN01230,EMP0396,Python for Data,Internal L&D,2024-01-14,20,84,Yes
TRN01231,EMP0396,Excel Advanced,Pluralsight,2025-03-02,8,96,Yes
TRN01232,EMP0397,Communication Skills,Internal L&D,2024-07-12,8,73,Yes
TRN01233,EMP0398,Communication Skills,Pluralsight,2023-07-22,40,71,No
TRN01234,EMP0398,Data Visualization,Pluralsight,2025-06-11,16,93,Yes
TRN01235,EMP0398,Agile & Scrum,Udemy,2025-04-16,20,82,No
TRN01236,EMP0398,Cloud AWS,Udemy,2023-05-31,4,60,Yes
TRN01237,EMP0399,Power BI,LinkedIn Learning,2024-12-30,16,98,Yes
TRN01238,EMP0399,Cloud AWS,Coursera,2025-10-06,12,63,No
TRN01239,EMP0399,React JS,Coursera,2025-11-15,4,72,Yes
TRN01240,EMP0400,SQL Mastery,Internal L&D,2025-10-26,12,99,Yes
TRN01241,EMP0400,Cybersecurity Basics,Udemy,2025-03-11,40,76,Yes
TRN01242,EMP0401,SQL Mastery,LinkedIn Learning,2023-11-08,24,63,Yes
TRN01243,EMP0401,Python for Data,Internal L&D,2023-12-30,20,64,Yes
TRN01244,EMP0401,Agile & Scrum,Udemy,2025-10-21,8,98,No
TRN01245,EMP0401,Leadership 101,Internal L&D,2025-02-03,12,67,Yes
TRN01246,EMP0401,React JS,Internal L&D,2024-06-18,16,63,Yes
TRN01247,EMP0402,Design Thinking,Udemy,2024-06-04,24,61,Yes
TRN01248,EMP0402,Excel Advanced,Udemy,2025-03-20,4,89,No
TRN01249,EMP0402,Communication Skills,Internal L&D,2025-09-16,40,94,Yes
TRN01250,EMP0402,Power BI,Coursera,2024-03-07,16,78,No
TRN01251,EMP0403,SQL Mastery,Udemy,2024-06-17,12,83,No
TRN01252,EMP0403,React JS,Pluralsight,2024-04-02,24,99,No
TRN01253,EMP0404,DevOps CI/CD,Coursera,2024-03-21,20,80,Yes
TRN01254,EMP0404,Data Visualization,Pluralsight,2024-12-18,40,79,Yes
TRN01255,EMP0404,Communication Skills,LinkedIn Learning,2026-01-20,12,73,No
TRN01256,EMP0404,Leadership 101,Internal L&D,2024-05-11,40,88,Yes
TRN01257,EMP0405,Communication Skills,Pluralsight,2025-03-30,20,87,No
TRN01258,EMP0405,Cloud AWS,Internal L&D,2025-09-16,16,97,No
TRN01259,EMP0405,Design Thinking,LinkedIn Learning,2026-01-17,16,60,No
TRN01260,EMP0406,ML Fundamentals,Internal L&D,2025-04-23,40,63,No
TRN01261,EMP0407,Excel Advanced,Internal L&D,2024-10-30,40,81,Yes
TRN01262,EMP0407,Cybersecurity Basics,Coursera,2025-05-11,20,60,No
TRN01263,EMP0407,Design Thinking,Pluralsight,2024-01-12,40,81,No
TRN01264,EMP0407,DevOps CI/CD,Pluralsight,2025-10-26,4,79,Yes
TRN01265,EMP0408,Cloud AWS,Pluralsight,2025-04-06,4,94,Yes
TRN01266,EMP0408,Communication Skills,LinkedIn Learning,2025-06-27,16,60,No
TRN01267,EMP0408,Excel Advanced,Udemy,2026-02-07,24,71,No
TRN01268,EMP0408,Project Management,Coursera,2024-12-01,4,86,Yes
TRN01269,EMP0409,Data Visualization,Udemy,2023-06-01,24,99,Yes
TRN01270,EMP0409,Python for Data,Udemy,2025-02-19,8,67,Yes
TRN01271,EMP0409,Design Thinking,Udemy,2023-05-01,8,97,No
TRN01272,EMP0409,Power BI,LinkedIn Learning,2025-05-27,40,68,No
TRN01273,EMP0410,Agile & Scrum,LinkedIn Learning,2026-02-16,16,76,No
TRN01274,EMP0410,Data Visualization,Coursera,2025-01-10,24,66,Yes
TRN01275,EMP0410,Cybersecurity Basics,Pluralsight,2025-02-07,12,83,Yes
TRN01276,EMP0410,SQL Mastery,Pluralsight,2025-01-06,8,100,Yes
TRN01277,EMP0411,ML Fundamentals,LinkedIn Learning,2023-08-20,16,97,No
TRN01278,EMP0411,React JS,Udemy,2025-03-19,40,98,No
TRN01279,EMP0411,Power BI,Udemy,2024-01-04,20,90,No
TRN01280,EMP0412,Leadership 101,Coursera,2023-07-05,4,95,Yes
TRN01281,EMP0413,Power BI,Internal L&D,2024-08-28,40,64,Yes
TRN01282,EMP0413,Cloud AWS,Coursera,2024-11-14,20,87,Yes
TRN01283,EMP0413,Design Thinking,Udemy,2025-08-20,40,61,Yes
TRN01284,EMP0413,Excel Advanced,Coursera,2025-01-09,24,60,No
TRN01285,EMP0414,Excel Advanced,Coursera,2025-10-18,24,77,Yes
TRN01286,EMP0414,Design Thinking,Coursera,2025-04-16,20,91,No
TRN01287,EMP0414,Communication Skills,Pluralsight,2024-06-04,12,78,No
TRN01288,EMP0415,Cybersecurity Basics,LinkedIn Learning,2024-03-04,4,92,No
TRN01289,EMP0415,Cloud AWS,Coursera,2026-02-21,8,94,No
TRN01290,EMP0415,Leadership 101,LinkedIn Learning,2024-10-12,20,62,No
TRN01291,EMP0415,SQL Mastery,Pluralsight,2025-09-29,8,80,No
TRN01292,EMP0415,Python for Data,Coursera,2025-05-09,12,67,No
TRN01293,EMP0416,Excel Advanced,Coursera,2024-05-29,16,83,No
TRN01294,EMP0417,Python for Data,Internal L&D,2023-06-05,40,85,Yes
TRN01295,EMP0417,React JS,Internal L&D,2024-10-21,4,73,No
TRN01296,EMP0417,Project Management,Coursera,2024-03-22,40,94,No
TRN01297,EMP0417,Excel Advanced,Pluralsight,2024-05-29,16,98,No
TRN01298,EMP0418,Excel Advanced,Pluralsight,2024-02-27,16,89,Yes
TRN01299,EMP0418,React JS,Internal L&D,2023-12-31,8,86,Yes
TRN01300,EMP0418,Data Visualization,LinkedIn Learning,2025-06-09,20,76,Yes
TRN01301,EMP0419,DevOps CI/CD,Udemy,2026-01-18,16,67,Yes
TRN01302,EMP0419,Python for Data,Coursera,2024-03-18,24,74,No
TRN01303,EMP0419,ML Fundamentals,Coursera,2024-01-12,4,99,No
TRN01304,EMP0419,Power BI,LinkedIn Learning,2025-05-30,20,67,No
TRN01305,EMP0420,Agile & Scrum,LinkedIn Learning,2024-05-08,20,82,No
TRN01306,EMP0420,Cybersecurity Basics,Udemy,2024-05-28,16,82,No
TRN01307,EMP0420,Cloud AWS,Pluralsight,2023-09-27,8,94,No
TRN01308,EMP0420,Excel Advanced,Pluralsight,2026-01-19,40,60,Yes
TRN01309,EMP0421,ML Fundamentals,Coursera,2023-12-07,24,74,Yes
TRN01310,EMP0421,SQL Mastery,Internal L&D,2025-02-01,24,70,Yes
TRN01311,EMP0421,Power BI,Udemy,2023-10-15,12,75,Yes
TRN01312,EMP0421,Design Thinking,LinkedIn Learning,2023-09-19,24,88,Yes
TRN01313,EMP0421,Cybersecurity Basics,Internal L&D,2023-10-24,8,91,No
TRN01314,EMP0422,Communication Skills,Internal L&D,2023-06-28,40,92,Yes
TRN01315,EMP0422,Agile & Scrum,Udemy,2024-03-23,8,63,Yes
TRN01316,EMP0422,React JS,Udemy,2023-07-25,12,78,No
TRN01317,EMP0422,Cybersecurity Basics,Udemy,2025-01-16,4,98,No
TRN01318,EMP0422,ML Fundamentals,Pluralsight,2023-10-23,16,76,No
TRN01319,EMP0423,SQL Mastery,LinkedIn Learning,2024-01-20,24,81,Yes
TRN01320,EMP0423,Design Thinking,Coursera,2024-04-21,20,78,Yes
TRN01321,EMP0423,React JS,Udemy,2024-10-20,40,66,No
TRN01322,EMP0423,Python for Data,Coursera,2023-12-16,20,74,Yes
TRN01323,EMP0424,Project Management,LinkedIn Learning,2024-06-08,12,62,Yes
TRN01324,EMP0424,DevOps CI/CD,Coursera,2025-03-05,24,90,Yes
TRN01325,EMP0425,Cybersecurity Basics,Coursera,2026-01-19,8,74,Yes
TRN01326,EMP0425,Design Thinking,LinkedIn Learning,2026-03-07,4,74,No
TRN01327,EMP0425,Power BI,Pluralsight,2024-03-05,40,70,Yes
TRN01328,EMP0426,Power BI,LinkedIn Learning,2024-02-19,20,91,No
TRN01329,EMP0427,Data Visualization,Coursera,2025-06-03,16,60,Yes
TRN01330,EMP0427,Cloud AWS,Internal L&D,2024-03-07,4,92,Yes
TRN01331,EMP0427,Communication Skills,Coursera,2024-01-02,12,60,No
TRN01332,EMP0427,Leadership 101,Internal L&D,2025-09-08,12,100,No
TRN01333,EMP0427,SQL Mastery,Udemy,2025-06-10,8,96,Yes
TRN01334,EMP0428,Design Thinking,Udemy,2025-02-15,4,100,Yes
TRN01335,EMP0429,Agile & Scrum,LinkedIn Learning,2024-09-11,20,84,No
TRN01336,EMP0430,Excel Advanced,Udemy,2023-09-22,40,93,No
TRN01337,EMP0431,Excel Advanced,Pluralsight,2024-10-26,24,98,No
TRN01338,EMP0431,DevOps CI/CD,Udemy,2025-03-26,12,89,Yes
TRN01339,EMP0431,Cloud AWS,Coursera,2024-11-17,16,76,No
TRN01340,EMP0431,Data Visualization,Udemy,2023-11-12,16,83,No
TRN01341,EMP0431,Design Thinking,Udemy,2024-09-13,20,60,No
TRN01342,EMP0432,Data Visualization,LinkedIn Learning,2024-12-20,16,83,No
TRN01343,EMP0432,SQL Mastery,LinkedIn Learning,2026-02-27,4,78,No
TRN01344,EMP0432,Cloud AWS,Udemy,2025-01-14,8,92,No
TRN01345,EMP0432,Design Thinking,LinkedIn Learning,2025-05-21,12,61,Yes
TRN01346,EMP0433,Cloud AWS,Udemy,2023-09-21,16,95,No
TRN01347,EMP0434,SQL Mastery,Pluralsight,2023-10-23,8,87,No
TRN01348,EMP0434,Agile & Scrum,LinkedIn Learning,2024-09-20,20,74,Yes
TRN01349,EMP0435,Project Management,Internal L&D,2023-12-11,12,76,Yes
TRN01350,EMP0435,DevOps CI/CD,Udemy,2024-09-14,4,70,No
TRN01351,EMP0435,Leadership 101,Coursera,2024-05-26,40,93,Yes
TRN01352,EMP0435,Cybersecurity Basics,LinkedIn Learning,2023-10-23,8,78,No
TRN01353,EMP0436,Leadership 101,Internal L&D,2024-01-30,4,88,No
TRN01354,EMP0436,Agile & Scrum,Coursera,2025-12-20,12,73,No
TRN01355,EMP0437,Power BI,Coursera,2025-09-01,8,70,Yes
TRN01356,EMP0438,DevOps CI/CD,Pluralsight,2026-01-02,16,73,Yes
TRN01357,EMP0438,Excel Advanced,LinkedIn Learning,2024-02-26,4,60,No
TRN01358,EMP0438,ML Fundamentals,Pluralsight,2024-04-27,24,89,No
TRN01359,EMP0438,Power BI,LinkedIn Learning,2024-04-07,16,74,Yes
TRN01360,EMP0438,Cybersecurity Basics,Coursera,2026-03-21,20,77,No
TRN01361,EMP0439,Cybersecurity Basics,Coursera,2026-03-12,12,92,Yes
TRN01362,EMP0440,SQL Mastery,LinkedIn Learning,2024-04-11,20,67,No
TRN01363,EMP0440,DevOps CI/CD,Pluralsight,2024-07-30,12,68,Yes
TRN01364,EMP0440,Design Thinking,Internal L&D,2024-09-09,8,72,No
TRN01365,EMP0440,Excel Advanced,LinkedIn Learning,2024-04-25,40,79,Yes
TRN01366,EMP0440,Cybersecurity Basics,Udemy,2024-11-07,20,89,Yes
TRN01367,EMP0441,Project Management,Coursera,2024-06-20,8,78,Yes
TRN01368,EMP0441,Leadership 101,LinkedIn Learning,2024-05-11,40,100,Yes
TRN01369,EMP0441,Power BI,Coursera,2023-09-18,24,89,Yes
TRN01370,EMP0441,Python for Data,Coursera,2025-05-15,8,74,Yes
TRN01371,EMP0441,Cloud AWS,LinkedIn Learning,2024-07-14,4,93,No
TRN01372,EMP0442,Cloud AWS,Internal L&D,2026-01-29,8,96,Yes
TRN01373,EMP0442,DevOps CI/CD,Internal L&D,2023-12-05,8,65,Yes
TRN01374,EMP0443,Project Management,Pluralsight,2025-09-06,20,64,Yes
TRN01375,EMP0443,Excel Advanced,Udemy,2024-12-17,40,67,Yes
TRN01376,EMP0443,Design Thinking,Internal L&D,2024-03-04,12,78,No
TRN01377,EMP0444,Python for Data,Internal L&D,2023-09-10,12,69,Yes
TRN01378,EMP0444,Project Management,Coursera,2023-10-07,40,96,No
TRN01379,EMP0445,ML Fundamentals,Internal L&D,2025-07-14,12,63,Yes
TRN01380,EMP0445,Excel Advanced,Pluralsight,2023-07-13,4,83,No
TRN01381,EMP0445,Data Visualization,LinkedIn Learning,2023-05-18,40,69,No
TRN01382,EMP0445,SQL Mastery,Internal L&D,2025-06-12,4,67,Yes
TRN01383,EMP0446,SQL Mastery,Udemy,2025-03-01,40,90,No
TRN01384,EMP0446,Communication Skills,Coursera,2023-05-26,4,61,Yes
TRN01385,EMP0447,React JS,LinkedIn Learning,2025-11-26,40,79,Yes
TRN01386,EMP0447,Communication Skills,Pluralsight,2025-12-03,24,75,No
TRN01387,EMP0447,Design Thinking,Internal L&D,2023-10-09,24,94,No
TRN01388,EMP0447,ML Fundamentals,LinkedIn Learning,2026-01-29,4,84,Yes
TRN01389,EMP0448,DevOps CI/CD,Udemy,2023-11-11,8,97,Yes
TRN01390,EMP0449,Leadership 101,Udemy,2025-02-10,40,67,Yes
TRN01391,EMP0449,Agile & Scrum,Udemy,2026-03-08,4,73,Yes
TRN01392,EMP0449,Communication Skills,Coursera,2024-02-15,16,69,Yes
TRN01393,EMP0449,React JS,Internal L&D,2023-05-26,12,62,No
TRN01394,EMP0449,Project Management,Internal L&D,2024-11-29,20,71,No
TRN01395,EMP0450,React JS,Pluralsight,2024-02-27,12,78,No
TRN01396,EMP0450,Leadership 101,LinkedIn Learning,2024-10-27,16,84,Yes
TRN01397,EMP0451,Communication Skills,Pluralsight,2023-10-11,12,83,No
TRN01398,EMP0452,React JS,Udemy,2025-04-02,24,78,Yes
TRN01399,EMP0452,Python for Data,Udemy,2025-09-25,8,76,No
TRN01400,EMP0452,Agile & Scrum,Internal L&D,2025-10-17,40,84,Yes
TRN01401,EMP0452,Communication Skills,Udemy,2025-07-22,24,90,No
TRN01402,EMP0452,Data Visualization,Coursera,2026-01-09,12,88,Yes
TRN01403,EMP0453,Design Thinking,LinkedIn Learning,2024-03-11,40,69,No
TRN01404,EMP0453,Data Visualization,Udemy,2023-07-03,12,98,No
